bldngId,bldngTy,mxOccpn,units,region,geometry
476,Residental,6,"[521,527,570]",Central,"list(c(-1718.0700041054, -1715.16185660645, -1659.14775502867, -1652.32033619771, -1718.0700041054, 4031.87471767725, 4121.34697132649, 4119.56899430629, 4030.08682452165, 4031.87471767725))"
477,Residental,7,"[71,167,208,317]",South,"list(c(607.961736087383, 608.635468945024, 589.713903222168, 582.600833316156, 649.577757929171, 647.253661812349, 571.397110133134, 567.988384835194, 607.961736087383, 635.451961747649, 670.083122453069, 666.663865191564, 706.026337630579, 718.129529258091, 598.666532606416, 592.178577825821, 632.03307056934, 635.451961747649))"
478,Residental,3,[462],Central,"list(c(-2500.51379218725, -2500.09341744284, -2457.62433951689, -2457.30152671976, -2417.30674072149, -2418.27175066579, -2500.51379218725, 2649.0929918526, 2689.09078285503, 2688.64443501103, 2708.63558116282, 2707.98975382302, 2648.22863218877, 2649.0929918526))"
479,Commercial,NA,[421],East,"list(c(847.119026810398, 847.045063329587, 829.810263770897, 836.116648658901, 778.917952856035, 779.893521872093, 847.119026810398, 4242.40446238253, 4202.40453076504, 4202.43639946368, 4166.1367747389, 4156.19956482118, 4242.52876840365, 4242.40446238253))"
480,Commercial,NA,NA,East,"list(c(878.996198764566, 876.960912460959, 916.811283440473, 923.794375099128, 847.153002749117, 857.617453064249, 878.996198764566, 3932.50995910427, 3955.97446930797, 3959.43104749963, 3878.92403225195, 3899.69775784112, 3938.30469089209, 3932.50995910427))"
481,Residental,1,[12],East,"list(c(380.204969318394, 340.215220009954, 338.308613345431, 378.298362653871, 380.204969318394, 4096.45768826311, 4095.55217722058, 4179.75294227286, 4180.65845331539, 4096.45768826311))"
482,Commercial,NA,NA,North-west,"list(c(-3643.16041539404, -3725.74000941825, -3732.18876984542, -3652.046720898, -3643.16041539404, 7304.38048139543, 7313.71324164619, 7398.04623391159, 7379.906243724, 7304.38048139543))"
483,Residental,17,"[469,519,554,561,596,695,697]",Central,"list(c(-2270.7063590201, -2310.66692343493, -2318.97201797205, -2254.35391624212, -2244.93667388631, -2274.66326309655, -2270.7063590201, 4853.42545366339, 4851.64970265373, 5057.07869433629, 5054.48768874323, 4945.02700741771, 4942.46953662898, 4853.42545366339))"
484,Residental,15,"[944,963,1209,1237,1263]",Central,"list(c(-2026.23843392735, -1954.17008889297, -1950.38948278759, -2025.69887112199, -2026.23843392735, 4823.99079428857, 4821.88106911214, 4750.62754582903, 4754.17199947009, 4823.99079428857))"
485,Commercial,NA,[850],Central,"list(c(-2339.34849703378, -2339.35352146204, -2379.35352035654, -2381.73737113598, -2429.43483134608, -2422.75165046532, -2343.59881057494, -2339.34849703378, 5157.1406436749, 5067.50535043782, 5067.5147546881, 5198.33660276799, 5206.41948933903, 5245.85722625832, 5232.44386160972, 5157.1406436749))"
486,Commercial,NA,[1324],Central,"list(c(-683.21284685758, -682.337317754126, -865.487196754561, -874.306405668073, -868.174129837475, -687.778604098927, -481.483695775358, -470.723651082109, -552.48872648513, -551.315142914667, -513.277743823071, -518.990935432099, -830.56671124022, -829.102888273273, -683.21284685758, 4106.5078966976, 4066.51747973567, 4070.17555983725, 4154.89415114881, 4250.46256066086, 4248.17670526193, 4230.24421255772, 4066.76658619285, 4069.16657311167, 4109.14935317513, 4108.03287086535, 4193.77695440551, 
4211.89338392592, 4106.98480407068, 4106.5078966976))"
487,Commercial,NA,[1334],North-west,"list(c(-3007.45512695006, -2967.67291919134, -2977.12141556303, -3016.90362332175, -3007.45512695006, 6249.78791348361, 6245.61946702933, 6155.44629345287, 6159.61473990715, 6249.78791348361))"
488,Residental,14,"[969,1010,1039,1160,1213,1258]",Central,"list(c(-1440.56829814286, -1480.54262489714, -1484.98354803402, -1395.0291896962, -1405.17629025371, -1443.08164334646, -1440.56829814286, 5894.15132567254, 5892.71842632457, 6016.60913282558, 5993.01804315672, 5954.32648916524, 5964.2674036497, 5894.15132567254))"
489,Commercial,67,"[1280,1335,1343]",Central,"list(c(-474.907876190122, -514.235909460086, -528.123836005695, -433.430633979164, -435.117373756524, -475.112992180291, -474.907876190122, 3532.69822423635, 3527.90832408104, 3641.93676298939, 3632.19881139945, 3518.24936568927, 3518.84140192161, 3532.69822423635), c(-473.968531122272, -482.357604997802, -474.866244880208, -473.968531122272, 3596.15664932882, 3597.01935534716, 3535.51067032466, 3596.15664932882))"
490,Commercial,NA,NA,South,"list(c(662.077406468105, 702.075155447999, 709.2882294826, 660.974922010037, 662.077406468105, 2556.20331888033, 2555.77896461636, 2459.04735040854, 2452.28802839861, 2556.20331888033))"
491,Commercial,NA,NA,East,"list(c(1166.796766713, 1173.72223049208, 1200.66138931548, 1173.73664463794, 1171.52636696628, 1230.92128157865, 1241.57354030288, 1213.14082677856, 1209.07616702337, 1268.09845377869, 1266.24400927787, 1166.796766713, 4306.45203365718, 4425.67905508643, 4424.11425738844, 4426.47862824458, 4527.06465383655, 4519.28475071445, 4417.484163757, 4414.50900781984, 4344.53286020079, 4341.79357589563, 4301.83658607416, 4306.45203365718))"
492,Commercial,NA,NA,Central,"list(c(98.6616760264636, 99.1316850356184, 178.989192847644, 180.468885600792, 9.92553826558962, 10.0380378954563, 98.6616760264636, 4150.30552840526, 4184.01073381436, 4182.89714475105, 4110.37654202331, 4110.55494075565, 4150.55478255326, 4150.30552840526))"
493,Commercial,NA,[416],South,"list(c(546.281041371382, 459.776854058756, 457.282612308542, 537.371695948349, 532.662001092737, 494.317335281702, 497.851097494006, 607.174087165629, 600.549375196042, 592.606823215992, 552.643608467155, 557.41698919292, 637.529768553362, 647.483590698616, 546.281041371382, 1217.63845421858, 1228.42056190484, 1433.35845770904, 1439.14139872045, 1329.39982067519, 1331.04542919046, 1263.95170856729, 1257.92959553563, 1399.066740996, 1326.82721487342, 1328.54228540794, 1439.7678211413, 1438.47532465697, 
1218.12156552863, 1217.63845421858))"
494,Residental,NA,NA,South,"list(c(846.541991960167, 838.407349367239, 917.92572531262, 909.926307263281, 846.541991960167, 479.023298704248, 554.05862233037, 559.069217776926, 473.557490837382, 479.023298704248))"
495,Residental,12,"[161,164,177,183,244]",East,"list(c(1763.89104980256, 1803.81432584799, 1796.60284182597, 1756.61219592428, 1763.89104980256, 3373.47982308819, 3371.00352952714, 3199.25132819426, 3200.11633707588, 3373.47982308819))"
496,Residental,2,[17],East,"list(c(2101.79436218129, 2141.74804589709, 2146.01817347065, 2106.06448975485, 2101.79436218129, 5065.11547852674, 5067.03983752067, 4978.38313311271, 4976.45877411878, 5065.11547852674))"
497,Residental,7,"[143,246,313]",South,"list(c(552.511922085391, 592.464330869534, 587.848194197355, 547.895785413212, 552.511922085391, 2057.47391767266, 2055.52326846157, 1960.97742275983, 1962.92807197092, 2057.47391767266))"
498,Residental,17,"[465,467,530,623,663,787]",Central,"list(c(-2330.65408112301, -2330.00096230695, -2421.85610110768, -2425.17289037208, -2370.27126468812, -2375.41227754296, -2335.45171312813, -2330.65408112301, 4850.76152161914, 4761.52000269096, 4753.87707875691, 4793.73932792797, 4798.30748768949, 4957.10417930967, 4958.87993031933, 4850.76152161914))"
499,Residental,17,"[998,1018,1125,1136,1193,1217]",Central,"list(c(-371.53963984749, -408.070246921982, -371.506820427837, -357.214593830692, -396.388949688412, -391.267143065121, -322.016140084201, -328.191978514321, -426.355457470251, -455.513065043913, -426.065053483901, -455.520228755703, -461.270946101903, -396.182769605724, -371.53963984749, 4047.56525990076, 4042.52231237449, 4047.34556118519, 3958.44034023307, 3952.14274865499, 3918.83104440939, 3908.00920516194, 3868.48884307244, 3883.82882868283, 4147.00316325395, 4148.77421203906, 4147.11231226345, 
4227.9634721551, 4220.01501500931, 4047.56525990076))"
500,Commercial,NA,NA,North-west,"list(c(-2772.59829442925, -2812.59786436466, -2813.08154182147, -2590.58356189673, -2587.71608904158, -2683.65695196415, -2681.30366669837, -2628.86061447187, -2629.54741334199, -2772.89673612209, -2772.59829442925, 6347.4075554025, 6347.22206960184, 6451.52595804735, 6450.93704759538, 6343.14014014316, 6348.7943393154, 6388.72505491702, 6385.63436494972, 6411.45319497215, 6411.76579372766, 6347.4075554025))"
501,Residental,19,"[1431,1446,1488,1502,1590,1620,1628,1714]",North-west,"list(c(-4121.94126261336, -3874.86794500078, -3879.43583835444, -4080.71555721449, -4079.43385033374, -4119.41911227284, -4121.94126261336, 6599.54850591257, 6572.06003175916, 6532.32170831302, 6554.95154466901, 6507.74920757103, 6506.66346926851, 6599.54850591257))"
502,Commercial,96,[892],Central,"list(c(-1488.59613010631, -1485.85115052488, -1561.31851222612, -1564.06349180754, -1488.59613010631, 3837.8199148265, 3797.91421238815, 3792.72306540224, 3832.62876784058, 3837.8199148265))"
503,Commercial,NA,NA,Central,"list(c(-1617.61092991523, -1679.49061431019, -1680.7134139795, -1720.70405442338, -1718.61117582455, -1578.22859464697, -1576.81484798658, -1616.80927009364, -1617.61092991523, 3967.97506828037, 3970.80347162537, 3914.28811682095, 3915.15337798899, 4011.88204053524, 4005.29081837678, 3920.6448889413, 3919.97690666424, 3967.97506828037))"
504,Residental,11,"[961,1147,1225]",Central,"list(c(-835.372735361826, -830.753993465073, -797.977952280922, -799.81247578652, -866.075383540171, -877.002230471174, -810.407702373011, -810.650413915131, -835.372735361826, 5705.37808406131, 5670.0172506482, 5668.51245675689, 5628.55454735828, 5631.59677012851, 5789.6432937632, 5789.8244764556, 5705.30708810556, 5705.37808406131))"
505,Residental,14,"[473,495,559,614]",Central,"list(c(-2057.60492625652, -2057.95528335853, -2014.70615108531, -2017.49417352707, -1977.55546170785, -1972.44836518344, -2057.60492625652, 3068.68130409935, 3108.67976969368, 3109.05860024187, 3159.36501653324, 3161.57845237414, 3069.42721286138, 3068.68130409935))"
506,Commercial,NA,NA,East,"list(c(1303.00089691446, 1342.99187223024, 1340.55065872445, 1257.73243086481, 1257.47202221087, 1301.3860676155, 1303.00089691446, 4188.88239035806, 4188.03274732, 4073.12977668733, 4072.59060068032, 4112.589753013, 4112.87564900794, 4188.88239035806))"
507,Residental,14,"[959,979,1077,1087,1181,1250]",North-west,"list(c(-2672.60940177732, -2672.70436767421, -2562.59108615846, -2562.49612026158, -2672.60940177732, 6851.27165362121, 6891.27154088954, 6891.53296678975, 6851.53307952143, 6851.27165362121))"
508,Residental,11,"[916,1025,1239,1254]",Central,"list(c(-1481.08608075704, -1485.54851822301, -1647.61261144757, -1665.21033873077, -1626.17807729935, -1614.21942076662, -1481.08608075704, 5672.12840886405, 5632.3781050682, 5658.24781073664, 5736.78928835825, 5745.53471959684, 5692.16131862667, 5672.12840886405))"
509,Commercial,NA,NA,North-west,"list(c(-3073.88335687523, -3076.62062262557, -2978.64347705605, -2901.10578371834, -2891.45403534126, -2972.40118315138, -3073.88335687523, 6610.64687538186, 6650.55310767974, 6657.27359892736, 6676.55261020101, 6637.73452481204, 6617.60778505459, 6610.64687538186))"
510,Commercial,NA,NA,Central,"list(c(100.440294439978, 174.724538235933, 178.093358208866, 99.4105519420131, 99.5561646690416, 64.1771390392611, 63.5023462907643, 23.5208643602405, 25.3881315294035, 100.440294439978, 4254.44406994965, 4253.60038794154, 4202.91158134948, 4204.00878955107, 4214.45094444402, 4214.80716376582, 4192.63864292988, 4193.85564853348, 4255.19974453638, 4254.44406994965))"
511,Commercial,NA,"[419,437]",East,"list(c(665.069902930067, 671.75632692219, 685.796020003371, 646.236441037591, 631.935711330277, 625.996388847372, 868.774426701049, 868.688260332816, 665.069902930067, 3615.29941450266, 3429.73503785123, 3335.90778296088, 3329.98834784846, 3425.56011025149, 3655.33408720217, 3654.96057926977, 3614.96067207791, 3615.29941450266))"
512,Residental,3,[10],South,"list(c(-1730.51717515083, -1731.72145551501, -1651.4717720796, -1654.12344952592, -1740.10798725788, -1742.68059580751, -1730.51717515083, 1244.59852123002, 1270.34809517548, 1274.10128807093, 1209.4390069391, 1203.89741989993, 1243.81460523721, 1244.59852123002))"
513,Residental,8,"[1585,1600,1690,1731]",North-west,"list(c(-3238.70093124235, -3243.1301794567, -3304.21383550683, -3300.00399508248, -3339.84213808756, -3348.45281772001, -3238.70093124235, 7655.8707982369, 7616.11678258747, 7622.92250196112, 7576.26797715075, 7572.67320846464, 7668.0989552988, 7655.8707982369))"
514,Residental,8,"[957,1040,1172,1223]",Central,"list(c(-1396.7414703498, -1393.34222571541, -1278.75049447556, -1193.59867500671, -1202.03049283856, -1284.69005815951, -1396.7414703498, 5952.87180355235, 5992.72710603414, 5982.95361785801, 5964.59140679088, 5925.49019903395, 5943.31497828832, 5952.87180355235))"
515,Residental,6,"[86,160,318]",South,"list(c(-1738.76015547331, -1698.77413322109, -1699.24250970856, -1695.58330924021, -1736.24907443344, -1738.82168298307, -1654.71709704936, -1664.01421410424, -1740.93744112941, -1738.76015547331, 1093.04721913307, 1091.98985238237, 1074.27744309978, 1146.64249540183, 1144.02164189402, 1183.93882723129, 1189.3592539224, 1015.00709684322, 1010.70966441336, 1093.04721913307))"
516,Commercial,NA,"[408,433]",South,"list(c(376.312113294198, 270.282970752918, 266.465073000723, 460.189504116502, 465.23551194998, 425.280418388406, 422.114835168575, 376.312113294198, 1019.59152278604, 1009.42489612984, 1049.24227495811, 1062.9582940814, 956.558031827672, 954.663170754696, 1021.41274703189, 1019.59152278604))"
517,Commercial,NA,NA,Central,"list(c(-1103.77747130173, -1143.81395561719, -1144.90123212651, -1071.94704576931, -1070.51211408575, -1103.77747130173, 5119.62342005484, 5122.02875709349, 5201.83093629963, 5203.23668817866, 5117.62488304082, 5119.62342005484))"
518,Commercial,NA,NA,North-west,"list(c(-3657.499052488, -3564.1001909022, -3575.29790407529, -3676.03765929866, -3684.12748377903, -3610.3333912525, -3742.09270273556, -3749.60247374255, -3743.63179144359, -3681.76116355421, -3685.0293117755, -3588.334020676, -3584.48124964109, -3672.7367343879, -3676.8586805088, -3780.27134746019, -3789.64156850832, -3778.54194432297, -3657.499052488, 5835.98524194974, 5841.13566624011, 5759.68476279046, 5738.88066924554, 5778.05406251031, 5798.53276043362, 5786.56335500069, 5714.21773984577, 
5576.72097954487, 5569.55927215726, 5603.33187792679, 5612.68900440291, 5572.87498481994, 5564.33457169747, 5528.72471208941, 5540.69503284004, 5715.91163839579, 5822.84021703423, 5835.98524194974))"
519,Residental,3,[325],East,"list(c(1328.03858811818, 1326.19747409644, 1234.10142511089, 1233.97627038285, 1177.90795912084, 1172.40316425997, 1241.52584198789, 1243.73843781202, 1242.07032708614, 1328.03858811818, 4873.54159538146, 4809.62587736183, 4808.01904355456, 4815.19231555825, 4807.40207858821, 4847.02148334825, 4856.6255186292, 4848.19327182807, 4856.71655436911, 4873.54159538146))"
520,Residental,2,[344],East,"list(c(2257.26538951094, 2261.26296361472, 2176.37247605887, 2173.88309326964, 2257.26538951094, 4884.08753554229, 4809.6204074591, 4814.937888722, 4888.20451349752, 4884.08753554229))"
521,Commercial,NA,[1736],North-west,"list(c(-3651.92259113373, -3651.82972925523, -3525.83598347427, -3525.92884535276, -3651.92259113373, 6158.89850896056, 6198.89840116881, 6198.60589998279, 6158.60600777454, 6158.89850896056))"
522,Commercial,NA,NA,Central,"list(c(289.01871757559, 288.365136148678, 200.47608369317, 198.787924443229, 238.779600776112, 239.681222108646, 289.01871757559, 4148.78617765415, 4108.79151761911, 4110.22777566615, 4192.96544268901, 4193.78142313361, 4149.59243705627, 4148.78617765415))"
523,Residental,11,"[984,994,1006,1045,1205,1212]",Central,"list(c(-1600.23712131327, -1599.34422148503, -1542.40255174301, -1543.80433382721, -1646.18096694594, -1642.93688489354, -1682.90734100306, -1687.74534802536, -1505.12808613017, -1500.90947561717, -1600.23712131327, 5904.81210242469, 5944.80213530661, 5943.53073832421, 5982.63697083923, 5986.16003698283, 5901.80086555283, 5900.26377791799, 6026.07140459996, 6020.28304626349, 5902.59430885491, 5904.81210242469))"
524,Commercial,NA,NA,South,"list(c(871.30450823653, 872.599889966423, 846.577206509444, 843.082945513158, 803.180255690912, 809.191706694227, 871.30450823653, 2335.34072319918, 2295.36170387437, 2294.51852889704, 2244.5153425038, 2247.30377305693, 2333.32817287481, 2335.34072319918))"
525,Commercial,NA,NA,North-west,"list(c(-3302.21994163808, -3300.88912241233, -3387.75691500943, -3368.35568656696, -3329.55775223764, -3336.04626586789, -3302.21994163808, 5499.30483329977, 5459.32697792722, 5456.43524380568, 5533.77740782148, 5524.044972783, 5498.17879184001, 5499.30483329977))"
526,Residental,6,"[620,742]",Central,"list(c(-2335.45510661364, -2375.42924497053, -2379.32119468452, -2339.34705632763, -2335.45510661364, 4958.96433168411, 4957.52618613357, 5065.70531743707, 5067.14346298761, 4958.96433168411))"
527,Commercial,NA,"[384,411]",East,"list(c(862.406683455821, 856.049906174675, 941.057063423399, 928.653563882685, 888.929624118014, 895.121113103468, 862.406683455821, 4315.88700730691, 4355.37866949778, 4369.06185060375, 4264.03502326337, 4268.72635671696, 4321.15288702969, 4315.88700730691))"
528,Residental,6,"[1395,1597,1698]",North-west,"list(c(-4382.21239646406, -4387.63784571853, -4294.29314880921, -4288.86769955474, -4382.21239646406, 7191.47119382416, 7231.10154204856, 7243.88055961831, 7204.25021139391, 7191.47119382416))"
529,Commercial,NA,NA,Central,"list(c(-1275.1576490966, -1266.72583126475, -1185.63040834856, -1135.15597649565, -1132.29537606621, -1092.35538224168, -1097.33443480193, -1190.31865810871, -1275.1576490966, 6002.63857968966, 6041.73978744659, 6024.25230119611, 6023.16746228251, 6075.33317722999, 6073.14299611963, 5982.34533214192, 5984.34382722331, 6002.63857968966))"
530,Residental,7,"[100,258,312]",South,"list(c(-652.751777465394, -573.408338129632, -570.573731496281, -740.845844282109, -744.395777891876, -652.751777465394, 1605.16951278952, 1610.80798398414, 1570.90854783231, 1557.16187632514, 1597.00403956167, 1605.16951278952))"
531,Commercial,NA,NA,Central,"list(c(-299.318220745259, -298.827600046966, -448.416144607669, -448.906765305962, -299.318220745259, 5801.50148783272, 5761.50449680427, 5759.66957786907, 5799.66656889753, 5801.50148783272))"
532,Residental,8,"[474,555]",Central,"list(c(-1566.27144018706, -1526.6632179768, -1549.86403109912, -1550.63283818112, -1590.63177397772, -1589.85170014872, -1566.27144018706, 3676.43472557767, 3670.85003817884, 3463.55921689423, 3358.1663094349, 3358.45808870026, 3465.39551266031, 3676.43472557767))"
533,Residental,10,"[6,16,95,222]",East,"list(c(2332.02764694872, 2335.77335276496, 2276.91500743698, 2284.51456250385, 2165.68106639359, 2174.89768045119, 2332.02764694872, 5303.47852749332, 5263.65429256108, 5258.11831561627, 5228.94577798365, 5197.98920818328, 5288.69952093068, 5303.47852749332))"
534,Residental,12,"[472,506,557,567,642,674]",Central,"list(c(-1185.73309666738, -1188.488192931, -1083.16116035948, -1095.73917759673, -1135.15447304889, -1130.77910429505, -1147.03182356809, -1143.4923491455, -1135.4612770624, -1095.80053839944, -1108.1891118397, -1181.77012632238, -1185.73309666738, 3772.37057346601, 3848.37681723458, 3849.76617257031, 3777.01220904459, 3783.82649436436, 3809.13457056781, 3808.92018303888, 3721.57099892018, 3781.8069318067, 3776.60829653305, 3682.09503531001, 3680.99346668511, 3772.37057346601))"
535,Residental,7,"[1411,1443,1648]",North-west,"list(c(-3952.07743223409, -3951.76635272591, -3835.62192068441, -3835.93300019258, -3952.07743223409, 7428.88641780077, 7468.88520815172, 7467.98192701547, 7427.98313666452, 7428.88641780077))"
536,Residental,3,[976],North-west,"list(c(-3101.54667415743, -2908.45973460967, -2911.62756691677, -3102.95788402071, -3279.33392849239, -3443.26224017244, -3448.67448413388, -3280.94628354346, -3101.54667415743, 5867.10309884237, 5854.11952108687, 5814.2451579136, 5827.12129877268, 5827.16896938273, 5809.51077097277, 5849.14292477877, 5867.16132603439, 5867.10309884237))"
537,Commercial,NA,NA,Central,"list(c(-151.331797007276, -169.068853535315, -147.531442917156, -169.241162163268, -213.31138240804, -117.836786990718, -103.252702872378, -120.157687917377, -103.127077128762, -90.2089533473149, -147.894380505185, -151.331797007276, 4313.0337207389, 4377.38011575864, 4385.31871700134, 4377.94053578163, 4507.61370050053, 4472.57040321365, 4352.51793956762, 4350.46430637736, 4351.74078037951, 4287.89355003936, 4300.56348027137, 4313.0337207389))"
538,Residental,4,"[150,195]",East,"list(c(572.531083725073, 612.090662690853, 632.764566435776, 626.483937521203, 586.565590389774, 592.687492432264, 572.531083725073, 3417.11708446102, 3423.03651957345, 3221.73427763404, 3123.58960860696, 3126.14412662308, 3221.80843953646, 3417.11708446102))"
539,Residental,5,"[496,678]",Central,"list(c(-1402.8977141744, -1403.52429705319, -1498.85000241787, -1498.22341953908, -1402.8977141744, 2710.83712759935, 2670.84203547674, 2672.33545508701, 2712.33054720962, 2710.83712759935))"
540,Commercial,NA,NA,Central,"list(c(-794.984242644265, -793.089230309886, -684.785333951378, -686.680346285757, -794.984242644265, 4273.28379670013, 4313.23888308788, 4308.10218490961, 4268.14709852186, 4273.28379670013))"
541,Commercial,NA,NA,Central,"list(c(-1741.96561860546, -1823.72392514982, -1823.95939506051, -1783.95950187464, -1783.82077421058, -1781.95898798094, -1783.99216956413, -1783.97718604638, -1823.96293189486, -1826.11570908156, -1745.67818106255, -1741.96561860546, 4637.13480272151, 4633.22477910811, 4735.1156331617, 4735.20807297255, 4675.17883131789, 4728.92815906003, 4773.61725787092, 4736.42723346572, 4735.35946526033, 4815.9765889224, 4811.58505036303, 4637.13480272151))"
542,Residental,7,"[174,200]",East,"list(c(1529.97371013375, 1529.26072055633, 1448.29891621731, 1449.01190579472, 1529.97371013375, 3342.39284763926, 3302.39920257079, 3303.84255494749, 3343.83620001596, 3342.39284763926))"
543,Commercial,NA,"[1760,1762]",North-west,"list(c(-3220.04999117288, -3180.08941658102, -3175.83784237511, -3244.66644875234, -3244.49435419187, -3217.66259222505, -3220.04999117288, 6694.31794394588, 6696.09346592227, 6600.40591575553, 6600.70204421532, 6640.70167400689, 6640.58623293139, 6694.31794394588))"
544,Commercial,NA,[851],Central,"list(c(-1448.78706344019, -1453.64199509109, -1348.00436399584, -1343.14943234494, -1448.78706344019, 4253.71846648206, 4293.42274381669, 4306.33982764642, 4266.6355503118, 4253.71846648206))"
545,Residental,8,"[1351,1467,1492]",North-west,"list(c(-4098.19883534827, -4088.81948238017, -4186.28462396821, -4189.87175550672, -4107.10535440001, -4098.19883534827, 7041.10590777662, 6998.00598635504, 7019.87961564607, 7091.91842793532, 7082.03306688619, 7041.10590777662))"
546,Commercial,NA,NA,North-west,"list(c(-3140.44161405714, -3180.26396614574, -3171.75130245409, -3028.53700690306, -3046.44479323416, -3086.20426988393, -3073.08231895635, -3135.23979031654, -3140.44161405714, 6142.2229701592, 6145.98864063487, 6236.01093359193, 6240.50778270614, 6074.10084600119, 6078.48080222663, 6199.21881314194, 6197.23279054555, 6142.2229701592))"
547,Residental,8,"[504,587,676,760]",Central,"list(c(-2141.82722126858, -2053.88202576911, -2053.06529648528, -2135.42223261268, -2141.6672697064, -2068.17330947612, -2059.64853148004, -2199.71333347577, -2165.27658732754, -2141.82722126858, 3151.9808140933, 3153.7768739382, 3113.78521289147, 3112.10327921575, 3091.50170238493, 3107.53299525935, 3068.45194921248, 3037.8995085064, 3151.50191965765, 3151.9808140933))"
548,Commercial,NA,NA,North-west,"list(c(-3872.19739316007, -3873.42025596191, -3771.40879401148, -3775.16261930406, -3866.33051795208, -3864.6868637156, -3872.19739316007, 6532.0179836051, 6571.99928681757, 6575.11939577244, 6497.04555552612, 6501.99952377276, 6532.2476996559, 6532.0179836051))"
549,Commercial,NA,"[832,853]",Central,"list(c(-870.138427871901, -785.858587080705, -793.478724475628, -878.07958217347, -870.138427871901, 4710.51365817759, 4720.73592037092, 4637.43576655916, 4632.45437610532, 4710.51365817759))"
550,Residental,NA,NA,East,"list(c(1170.21111102098, 1210.20893547015, 1210.8172717193, 1287.23456127886, 1283.19855660335, 1323.16590804444, 1327.72368798463, 1171.18171293315, 1170.21111102098, 4640.33866221684, 4640.7558424336, 4582.43062584271, 4576.0226366975, 4713.5444252514, 4715.16022808085, 4534.08523103509, 4547.28064236446, 4640.33866221684))"
551,Residental,20,"[1356,1409,1491,1583,1609,1624,1660]",North-west,"list(c(-4352.58764048582, -4349.43096620306, -4280.53487744988, -4203.6809271941, -4189.287030009, -4228.78493500451, -4238.21783506353, -4312.13174518549, -4315.32487377886, -4262.53145630647, -4262.74638231433, -4356.13416429545, -4352.58764048582, 4979.70884739561, 5020.59702695617, 5027.37265246351, 5021.14598105309, 4931.15858913999, 4924.84071758659, 4983.81307674492, 4984.07226874823, 4920.58273502656, 4920.29906397016, 4880.29964138919, 4880.80143521194, 4979.70884739561))"
552,Residental,7,"[584,745]",Central,"list(c(-1196.00557451702, -1235.88918938092, -1242.70949199268, -1202.82587712878, -1196.00557451702, 3344.21307088985, 3341.16392914365, 3430.37536805489, 3433.42450980109, 3344.21307088985))"
553,Residental,3,"[46,345]",South,"list(c(252.544862171133, 128.445357433274, 130.420491377463, 90.4269282467693, 88.5818705589212, 252.648761206798, 365.734331176321, 481.452113511375, 475.044271913248, 252.544862171133, 798.460350816243, 785.306479283995, 553.870431732985, 553.152860753093, 819.239151776929, 838.556677726999, 830.403836327923, 811.623765334166, 772.140356590071, 798.460350816243))"
554,Commercial,NA,NA,Central,"list(c(-968.637662619945, -967.096887180219, -1037.73273018437, -1043.61484708117, -970.595823551468, -968.637662619945, 4941.93294922571, 4910.02549388669, 4912.38079521128, 4991.55743825521, 4982.48391522521, 4941.93294922571))"
555,Commercial,NA,NA,Central,"list(c(-263.031278077263, -259.798658170926, -159.82059541802, -153.051235772373, -244.609691699602, -242.617980276619, -244.973449432179, -365.265067657398, -377.515330733227, -337.947200845408, -330.284520203344, -263.031278077263, 4178.17083874393, 4203.34312965732, 4190.50396944882, 4124.03308342479, 4136.21324027523, 4160.80830689296, 4136.2548698198, 4147.79472860038, 4230.48316692606, 4236.34517146212, 4184.62260095414, 4178.17083874393))"
556,Commercial,64,[442],East,"list(c(1040.01989640854, 1039.81522083046, 976.18390666168, 1040.54117047926, 1039.99053641941, 936.656349844486, 935.69908742968, 1040.01989640854, 4049.48857921474, 4009.48910286932, 4009.81470153213, 4008.73367810089, 3968.73746825381, 3970.16008611917, 4050.02238425005, 4049.48857921474))"
557,Commercial,NA,NA,Central,"list(c(238.679943799963, 198.767993047999, 194.12105525465, 202.22639134167, 242.041095048303, 234.249209799627, 238.679943799963, 4196.07717411326, 4193.42459288495, 4263.34454495863, 4347.25956388565, 4343.41386905207, 4262.74402500119, 4196.07717411326))"
558,Commercial,NA,NA,Central,"list(c(-27.7857667598584, -10.1242029607615, 29.4312968993279, 12.686509238689, 187.94969852379, 191.071778128448, -31.9083346030984, -27.7857667598584, 4951.09255337261, 5078.88599488742, 5072.93936299882, 4953.67600154058, 4966.53534214249, 4926.65737054235, 4910.74799037688, 4951.09255337261))"
559,Residental,5,"[528,778]",Central,"list(c(-2197.25544777088, -2308.17382206583, -2308.06400355719, -2196.5553849981, -2197.25544777088, 2635.88209953711, 2640.6178436032, 2707.73317533073, 2714.39175073108, 2635.88209953711))"
560,Commercial,NA,NA,Central,"list(c(-1834.03115242539, -1921.37499963293, -1918.19376133956, -1824.4899511825, -1818.27259126534, -1783.81477372119, -1779.54083312574, -1822.80340023553, -1824.7768176711, -1738.62121958767, -1746.19289265919, -1834.03115242539, 3824.74016907729, 3811.72890654323, 3887.50061079024, 3904.0323744285, 3868.79171129635, 3875.83989734078, 3969.5641614342, 3967.42718155499, 4007.37847219277, 4011.634178497, 3842.70707588612, 3824.74016907729))"
